"","url","title","authors","paper_number","issued","nber_programs","year","abstract","pdflink","idx","firstauthor"
"372","https://www.nber.org/papers/w25614","Misfits in the Car Industry: Offshore Assembly Decisions at the Variety Level","Keith Head, Thierry Mayer","25614","Issued in February 2019","NBER Program(s):International Trade and Investment","2019","
This paper estimates the role of country-variety comparative advantage in the decision to offshore assembly of more than 2000 models of 197 car brands headquartered in 23 countries. While offshoring in the car industry has risen from 2000 to 2016, the top five offshoring brands account for half  the car assembly relocated to low-wage countries.  We show that the decision to offshore a particular car model depends on two types of cost (dis)advantage of the home country  relative to foreign locations. The first type,  the  assembly costs common to all models, is estimated via  a structural  triadic gravity equation. The second effect, model-level comparative advantage, is an interaction between proxies for the model's skill and capital intensity and   headquarter country's abundance in these factors.
","https://www.nber.org/papers/w25614.pdf",372,"Keith Head"
"373","https://www.nber.org/papers/w5657","The Origins of Technology-Skill Complementarity","Claudia Goldin, Lawrence F. Katz","5657","Issued in July 1996","NBER Program(s):Development of the American Economy, Labor Studies","1996","
Current concern with relationships among particular technologies, capital, and the wage structure motivates this study of the origins of technology-skill complementarity in manufacturing.  We offer evidence of the existence of technology-skill and capital-skill (relative) complementarities from 1909 to 1929, and suggest that they were associated with continuous-process and batch methods and the adoption of electric motors.  Industries that used more capital per worker and a greater proportion of their horsepower in the form of purchased electricity employed relatively more educated blue-collar workers in 1940 and paid their blue-collar workers substantially more from 1909 to 1929. We also infer capital-skill complementarity using the wage-bill for non-production workers and find that the relationship was as large from 1909-19 as it has been recently. Finally, we link our findings to those on the high-school movement (1910 to 1940). The rapid increase in the supply of skills from 1910 to 1940 may have prevented rising inequality with technological change.
","https://www.nber.org/papers/w5657.pdf",373,"Claudia Goldin"
"374","https://www.nber.org/papers/w24951","Occupational Classifications: A Machine Learning Approach","Akina Ikudo, Julia Lane, Joseph Staudt, Bruce Weinberg","24951","Issued in August 2018","NBER Program(s):Labor Studies","2018","
Characterizing the work that people do on their jobs is a longstanding and core issue in labor economics. Traditionally, classification has been done manually. If it were possible to combine new computational tools and administrative wage records to generate an automated crosswalk between job titles and occupations, millions of dollars could be saved in labor costs, data processing could be sped up, data could become more consistent, and it might be possible to generate, without a lag, current information about the changing occupational composition of the labor market. This paper examines the potential to assign occupations to job titles contained in administrative data using automated, machine-learning approaches. We use a new extraordinarily rich and detailed set of data on transactional HR records of large firms (universities) in a relatively narrowly defined industry (public institutions of higher education) to identify the potential for machine-learning approaches to classify occupations.
","https://www.nber.org/papers/w24951.pdf",374,"Akina Ikudo"
"375","https://www.nber.org/papers/w24307","Strong Employers and Weak Employees: How Does Employer Concentration Affect Wages?","Efraim Benmelech, Nittai Bergman, Hyunseob Kim","24307","Issued in February 2018","NBER Program(s):Corporate Finance, Economic Fluctuations and Growth, Labor Studies, Productivity, Innovation, and Entrepreneurship","2018","
We analyze the effect of local-level labor market concentration on wages. Using Census data over the period 1977–2009, we find that: (1) local-level employer concentration exhibits substantial cross-sectional and time-series variation and increases over time; (2) consistent with labor market monopsony power, there is a negative relation between local-level employer concentration and wages that is more pronounced at high levels of concentration and increases over time; (3) the negative relation between labor market concentration and wages is stronger when unionization rates are low; (4) the link between productivity growth and wage growth is stronger when labor markets are less concentrated; and (5) exposure to greater import competition from China (the “China Shock”) is associated with more concentrated labor markets. These five results emphasize the role of local-level labor market monopsonies in influencing firm wage-setting behavior and can potentially explain some of the stagnation of wages in the United States over the past several decades.
","https://www.nber.org/papers/w24307.pdf",375,"Efraim Benmelech"
"376","https://www.nber.org/papers/w25577","The Declining Labor Market Prospects of Less-Educated Men","Ariel J. Binder, John Bound","25577","Issued in February 2019","NBER Program(s):Labor Studies","2019","
Over the last half century, U.S. wage growth stagnated, wage inequality rose, and the labor-force participation rate of prime-age men steadily declined.  In this article, we examine these labor market trends, focusing on outcomes for males without a college education.  Though wages and participation have fallen in tandem for this population, we argue that the canonical neo-classical framework, which postulates a labor demand curve shifting inward across a stable labor supply curve, does not reasonably explain the data.  Alternatives we discuss include adjustment frictions associated with labor demand shocks and effects of the changing marriage market—that is, the fact that fewer less-educated men are forming their own stable families—on male labor supply incentives. Our observations lead us to be skeptical of attempts to attribute the secular decline in male labor-force participation to a series of separately-acting causal factors.  We argue that the correct interpretation probably involves complicated feedback between falling labor demand and other factors which have disproportionately affected men without a college education.
","https://www.nber.org/papers/w25577.pdf",376,"Ariel J. Binder"
"377","https://www.nber.org/papers/w16108","U.S. War Costs: Two Parts Temporary, One Part Permanent","Ryan D. Edwards","16108","Issued in June 2010","NBER Program(s):Development of the American Economy, Economic Fluctuations and Growth, Public Economics","2010","
Military spending, fatalities, and the destruction of capital, all of which are immediately felt and are often large, are the most overt costs of war. They are also relatively short-lived. The costs of war borne by combatants and their caretakers, which includes families, communities, and the modern welfare state, tend instead to be lifelong. In this paper I show that a significant component of the public costs associated with U.S. wars are long-lived.  One third to one half of the total present value of historical war costs have been absorbed by benefits distributed over the remaining life spans of veterans and their dependents. The half-life of these benefits has averaged more than 30 years following the end of hostilities. Estimates of the value of injuries and deaths, while uncertain, suggest that the private burden of war borne by survivors, namely the uncompensated costs of service-related injuries, are also large and long-lived.
","https://www.nber.org/papers/w16108.pdf",377,"Ryan D. Edwards"
"378","https://www.nber.org/papers/w4899","From Superminis to Supercomputers: Estimating Surplus in the Computing Market","Shane Greenstein","4899","Issued in October 1994","NBER Program(s):Productivity, Innovation, and Entrepreneurship","1994","
Innovation was rampant in the computer industry during the late 1960s and the 1970s.  Did innovation vastly extend the capabilities of computers or simply reduce the costs of doing the same thing?  This question goes to the heart of whether the rate of decline in 'constant-quality' computing prices incorrectly identifies the sources of improvement and benefits from technological change.  This paper argues that innovation freed computers of technical constraints to providing new services, manifesting many new capabilities in systems with larger capacity.  Both anecdotal and quantitative evidence suggest that many buyers adopted new systems to get access to these new capabilities, not solely to take advantage of lower prices. The analysis divides itself into several related questions. First, what innovations in this period are associated with extensions of capabilities? Second, do buyers adopt products that embody extensions of capabilities?  Third, how does a measurement framework represent that action?  Are extensions embodied only in increases in capacity or are they embodied in other measurable features of a computer system as well?
","https://www.nber.org/papers/w4899.pdf",378,"Shane Greenstein"
"379","https://www.nber.org/papers/w25598","Universal Basic Income in the Developing World","Abhijit Banerjee, Paul Niehaus, Tavneet Suri","25598","Issued in February 2019","NBER Program(s):Development Economics","2019","
Should developing countries give everyone enough money to live on? Interest in this idea has grown enormously in recent years, reflecting both positive results from a number of existing cash transfer programs and also dissatisfaction with the perceived limitations of piecemeal, targeted approaches to reducing extreme poverty. We discuss what we know (and what we do not) about three questions: what recipients would likely do with the incremental income, whether this would unlock further economic growth, and the potential consequences of giving the money to everyone (as opposed to targeting it).
","https://www.nber.org/papers/w25598.pdf",379,"Abhijit Banerjee"
"380","https://www.nber.org/papers/w20127","When Consumers Do Not Make an Active Decision: Dynamic Default Rules and their Equilibrium Effects","Keith M. Marzilli Ericson","20127","Issued in May 2014","NBER Program(s):Industrial Organization, Law and Economics, Public Economics","2014","
Dynamic defaults for recurring purchases determine what happens to consumers enrolled in a product or service who take no action at a decision point. Consumers may face automatic renewal, automatic switching, or non-purchase defaults. Privately optimal dynamic defaults depend on the contributions of adjustment costs versus psychological factors leading to inaction: both produce inertia under renewal defaults, but differ under non-renewal defaults. Defaults have equilibrium effects on pricing by changing the elasticity of repeat demand. Socially optimal defaults depend on firms' pricing responses as well; more elastic repeat demand restrains price increases on repeat customers and can reduce inefficient switching.
","https://www.nber.org/papers/w20127.pdf",380,"Keith M. Marzilli Ericson"
"381","https://www.nber.org/papers/w23853","The Productivity Slowdown and the Declining Labor Share: A Neoclassical Exploration","Gene M. Grossman, Elhanan Helpman, Ezra Oberfield, Thomas Sampson","23853","Issued in September 2017","NBER Program(s):Economic Fluctuations and Growth","2017","
We explore the possibility that a global productivity slowdown is responsible for the widespread decline in the labor share of  national income. In a neoclassical growth model with endogenous human capital accumulation a la Ben Porath (1967) and capital-skill complementarity a la Grossman et al. (2017), the steady-state labor share is positively correlated with the rates of capital-augmenting and labor-augmenting technological progress. We calibrate the key parameters describing the balanced growth path to U.S. data for the early postwar period and find that a one percentage point slowdown in the growth rate of per capita income can account for between one half and all of the observed decline in the U.S. labor share.
","https://www.nber.org/papers/w23853.pdf",381,"Gene M. Grossman"
"382","https://www.nber.org/papers/w24098","Stock Price Crashes: Role of Slow-Moving Capital","Mila Getmansky, Ravi Jagannathan, Loriana Pelizzon, Ernst Schaumburg, Darya Yuferova","24098","Issued in December 2017, Revised in July 2018","NBER Program(s):Asset Pricing","2017","
We study the role of various trader types in providing liquidity in spot and futures markets based on complete order-book and transactions data as well as cross-market trader identifiers from the National Stock Exchange of India for a single large stock. During normal times, short-term traders who carry little inventory overnight are the primary intermediaries in both spot and futures markets, and changes in futures prices Granger-cause changes in spot prices. However, during two days of fast crashes, Granger-causality ran both ways. Both crashes were due to large-scale selling by foreign institutional investors in the spot market. Buying by short-term traders and cross-market traders was insufficient to stop the crashes. Mutual funds, patient traders with better trade-execution quality who were initially slow to move in, eventually bought sufficient quantities leading to price recovery in both markets. Our findings suggest that market stability requires the presence of well-capitalized standby liquidity providers.
","https://www.nber.org/papers/w24098.pdf",382,"Mila Getmansky"
"383","https://www.nber.org/papers/w13106","Inequality and Institutions in 20th Century America","Frank Levy, Peter Temin","13106","Issued in May 2007","NBER Program(s):Development of the American Economy, Labor Studies, Political Economy","2007","
We provide a comprehensive view of widening income inequality in the United States contrasting conditions since 1980 with those in earlier postwar years. We argue that the income distribution in each period was strongly shaped by a set of economic institutions.  The early postwar years were dominated by unions, a negotiating framework set in the Treaty of Detroit, progressive taxes, and a high minimum wage -- all parts of a general government effort to broadly distribute the gains from growth. More recent years have been characterized by reversals in all these dimensions in an institutional pattern known as the Washington Consensus.  Other explanations for income disparities including skill-biased technical change and international trade are seen as factors operating within this broader institutional story.
","https://www.nber.org/papers/w13106.pdf",383,"Frank Levy"
"384","https://www.nber.org/papers/w24141","The Importance of Education and Skill Development for Economic Growth in the Information Era","Charles R. Hulten","24141","Issued in December 2017","NBER Program(s):Economics of Education, Labor Studies, Productivity, Innovation, and Entrepreneurship","2017","
The neoclassical growth accounting model used by the BLS to sort out the contributions of the various sources of growth in the U.S. economy accords a relatively small role to education.  This result seems at variance with the revolution in information technology and the emergence of the “knowledge economy”, or with the increase in educational attainment and the growth in the wage premium for higher education.  This paper revisits this result using “old fashioned” activity analysis, rather than the neoclassical production function, as the technology underlying economic growth.  An important feature of this activity-based technology is that labor and capital are strong complements, and both inputs are therefore necessary for the operation of an activity.  The composition of the activities in operation at any point in time is thus a strong determinant of the demand for labor skills, and changes in the composition driven by technical innovation are a source of the increase in the demand for more complex skills documented in the literature.  A key result of this paper is that the empirical sources-of-growth results reported by BLS could equally have been generated by the activity-analysis model.  This allows the BLS results to be interpreted in a very different way, one that assigns a greater importance to labor skills and education.
","https://www.nber.org/papers/w24141.pdf",384,"Charles R. Hulten"
"385","https://www.nber.org/papers/w22241","The Division of Labor in Teams: A Conceptual Framework and Application to Collaborations in Science","Carolin Haeussler, Henry Sauermann","22241","Issued in May 2016","NBER Program(s):Productivity, Innovation, and Entrepreneurship","2016","
Even though teams have become the dominant mode of knowledge production, little is known regarding how they divide work among their members. Conceptualizing knowledge production as a process involving a number of functional activities, we first develop a conceptual framework to study the division of labor in teams. This framework highlights three complementary perspectives: (1) individual level (the degree to which team members specialize vs. work as generalists), (2) activity level (the degree to which activities are concentrated among few team members vs. distributed among many) and (3) the intersection between the two (e.g., which activities are performed jointly by the same individual). We then employ this framework to explore team-based knowledge production using a newly available type of data – the disclosures of author contributions on scientific papers. Using data from over 12,000 articles, we provide unique descriptive insights into patterns of division of labor, demonstrating the value of the three complementary perspectives. We also apply the framework to uncover differences in the division of labor in teams of different size, working in novel vs. established fields, and on single vs. interdisciplinary projects. Finally, we show how division of labor is related to the quality of teams’ research output. We discuss opportunities for extending and applying our framework as well as implications for scientists and policy makers.
","https://www.nber.org/papers/w22241.pdf",385,"Carolin Haeussler"
"386","https://www.nber.org/papers/w21163","Can helping the sick hurt the able? Incentives, information and disruption in a disability-related welfare reform","Nitika Bagaria, Barbara Petrongolo, John Van Reenen","21163","Issued in May 2015","NBER Program(s):Labor Studies","2015","
Disability rolls have escalated in developed nations over the last 40 years. The UK, however, stands out because the numbers on these benefits stopped rising when a welfare reform was introduced that integrated disability benefits with unemployment insurance (UI). This policy reform improved job information and sharpened bureaucratic incentives to find jobs for the disabled (relative to those on UI). We exploit the fact that policy was rolled-out quasi-randomly across geographical areas. In the long-run the policy improved the outflows from disability benefits by 6% and had an (insignificant) 1% increase in unemployment outflows. This is consistent with a model where information helps both groups, but bureaucrats were given incentives to shift effort towards helping the disabled find jobs and away from helping the unemployed. Interestingly, in the short-run the policy had a negative impact for both groups, suggesting important disruption effects. We estimate that it takes about six years for the estimated benefits of the reform to exceed its costs, which is beyond the time horizon of most policy-makers.
","https://www.nber.org/papers/w21163.pdf",386,"Nitika Bagaria"
"387","https://www.nber.org/papers/w21072","How Increasing Medical Access to Opioids Contributes to the Opioid Epidemic: Evidence from Medicare Part D","David Powell, Rosalie Liccardo Pacula, Erin Taylor","21072","Issued in April 2015, Revised in September 2016","NBER Program(s):Health Care, Health Economics","2015","
Drug overdoses involving opioid analgesics have increased dramatically since 1999, representing one of the United States’ top public health crises. Opioids have legitimate medical functions, but improving access may increase abuse rates even among those not prescribed the drugs given that opioids are frequently diverted to nonmedical use. We have little evidence about the causal relationship between increased medical access to opioids and spillovers resulting in abuse. We use the introduction of the Medicare Prescription Drug Benefit Program (Part D) as a large and differential shock to the geographic supply of opioids. We compare growth in opioid supply and abuse rates in states with large 65+ population shares to states with smaller elderly population shares with a focus on abuse among the Medicare-ineligible population. Part D increased opioid utilization for the 65+ population, and we show that this increase in utilization led to significant growth in the overall supply of opioids in high elderly share states relative to low elderly share states. This relative expansion in opioid supply resulted in an escalation in opioid-related substance abuse treatment admissions and opioid-related mortality among the Medicare-ineligible population, implying meaningful spillovers to individuals who did not experience any change in prescription drug benefits. The evidence suggests that increased opioid supply is associated with economically-important levels of diversion for nonmedical purposes. Our estimates imply that a 10% increase in medical opioid distribution leads to a 7.4% increase in opioid-related deaths and a 14.1% increase in substance abuse treatment admission rates for the Medicare-ineligible population.
","https://www.nber.org/papers/w21072.pdf",387,"David Powell"
"388","https://www.nber.org/papers/w21838","Endogenous Volatility at the Zero Lower Bound: Implications for Stabilization Policy","Susanto Basu, Brent Bundick","21838","Issued in December 2015","NBER Program(s):Economic Fluctuations and Growth, Monetary Economics","2015","
At the zero lower bound, the central bank's inability to offset shocks endogenously generates volatility. In this setting, an increase in uncertainty about future shocks causes significant contractions in the economy and may lead to non-existence of an equilibrium. The form of the monetary policy rule is crucial for avoiding catastrophic outcomes. State-contingent optimal monetary and fiscal policies can attenuate this endogenous volatility by stabilizing the distribution of future outcomes. Fluctuations in uncertainty and the zero lower bound help our model match the unconditional and stochastic volatility in the recent macroeconomic data.
","https://www.nber.org/papers/w21838.pdf",388,"Susanto Basu"
"389","https://www.nber.org/papers/w22873","Does Health IT Adoption Lead to Better Information or Worse Incentives?","Gautam Gowrisankaran, Keith A. Joiner, Jianjing Lin","22873","Issued in December 2016","NBER Program(s):Health Care, Industrial Organization","2016","
We evaluate whether hospital adoption of electronic medical records (EMRs) leads to increases in billing where financial gains are large or where hassle costs of complete coding are low. The 2007 Medicare payment reform varied both financial incentives and hassle costs of coding. We find no significant impact of financial incentives on billing levels, inconsistent with bill inflation. However, the reform led to increases in reported severity for medical relative to surgical patients at EMR hospitals, consistent with EMRs decreasing coding costs for medical patients. Greater post-reform completeness of coding with EMRs may increase Medicare costs by $689.6 million annually.
","https://www.nber.org/papers/w22873.pdf",389,"Gautam Gowrisankaran"
"390","https://www.nber.org/papers/w5107","Technological Change and the Skill Acquisition of Young Workers","Ann P. Bartel, Nachum Sicherman","51072243","Issued in May 1995","NBER Program(s):Labor Studies","1995","
Using the National Longitudinal Survey of Youth (NLSY) and six proxies for industry rates of technological change, we study the impact of technological change on skill accumulation among young male workers in the manufacturing sector during the time period 1987 through 1992.  Production workers in manufacturing industries with higher rates of technological change are more likely to receive formal company training, but not other types of training.  An important finding is that, while more educated workers are more likely to receive formal company training, the training gap between the highly educated and the less educated narrows, on average, as the rate of technological change increases.  The positive effect of technological change on hours of training is due largely to an increase in the incidence of training, not in the number of hours per training spell.
","https://www.nber.org/papers/w5107.pdf",390,"Ann P. Bartel"
"391","https://www.nber.org/papers/w24784","Redistributing the Gains From Trade Through Progressive Taxation","Spencer G. Lyon, Michael E. Waugh","24784","Issued in June 2018","NBER Program(s):Economic Fluctuations and Growth, International Trade and Investment, Public Economics","2018","
Should a nation's tax system become more progressive as it opens to trade? Does opening to trade change the benefits of a progressive tax system? We answer these question within a standard incomplete markets model with frictional labor markets and Ricardian trade. Consistent with empirical evidence, adverse shocks to comparative advantage lead to labor income losses for import-competition-exposed workers; with incomplete markets, these workers are imperfectly insured and experience welfare losses. A progressive tax system is valuable, as it substitutes for imperfect insurance and redistributes the gains from trade. However, it also reduces the incentives for labor to reallocate away from comparatively disadvantaged locations. We find that optimal progressivity should increase with openness to trade with a ten percentage point increase in openness necessitating a five percentage point increase in marginal tax rates for those at the top of the income distribution.
","https://www.nber.org/papers/w24784.pdf",391,"Spencer G. Lyon"
"392","https://www.nber.org/papers/w5333","The Effects of Human Resource Management Practices on Productivity","Casey Ichniowski, Kathryn Shaw, Giovanna Prennushi","5333","Issued in November 1995","NBER Program(s):Labor Studies, Productivity, Innovation, and Entrepreneurship","1995","
Increasingly, firms are considering the adoption of new work practices, such as problem-solving teams, enhanced communication with workers, employment security, flexibility in job assignments, training workers for multiple jobs, and greater reliance on incentive pay. This paper provides empirical evidence to address the question: do these human resource management practices improve worker productivity? For this study, we constructed our own data base through personal site visits to 26 steel plants which contained one specific steelmaking process, and collected longitudinal data with precise measures on productivity, work practices, and the technology in these production lines.  The empirical results consistently support the following conclusion: the adoption of a coherent system of these new work practices, including work teams, flexible job assignments, employment security, training in multiple jobs, and extensive reliance on incentive pay, produces substantially higher levels of productivity than do more 'traditional' approaches involving narrow job definitions, strict work rules, and hourly pay with close supervision. In contrast, adopting individual work practice innovations in isolation has no effect on productivity.  We interpret this evidence as support for recent theoretical models which stress the importance of complementarities among a firm's work practices.
","https://www.nber.org/papers/w5333.pdf",392,"Casey Ichniowski"
"393","https://www.nber.org/papers/w24475","How the Reformulation of OxyContin Ignited the Heroin Epidemic","William N. Evans, Ethan Lieber, Patrick Power","24475","Issued in April 2018","NBER Program(s):Health Care, Health Economics","2018","
We attribute the recent quadrupling of heroin death rates to the August, 2010 reformulation of an oft-abused prescription opioid, OxyContin. The new abuse-deterrent formulation led many consumers to substitute to an inexpensive alternative, heroin. Using structural break techniques and variation in substitution risk, we find that opioid consumption stops rising in August, 2010, heroin deaths begin climbing the following month, and growth in heroin deaths was greater in areas with greater pre-reformulation access to heroin and opioids. The reformulation did not generate a reduction in combined heroin and opioid mortality—each prevented opioid death was replaced with a heroin death.
","https://www.nber.org/papers/w24475.pdf",393,"William N. Evans"
"394","https://www.nber.org/papers/w7742","Examining the Incidence of Downsizing and Its Effect on Establishment Performance","Peter Cappelli","7742","Issued in June 2000","NBER Program(s):Labor Studies","2000","
The interest in examining job security and job stability has been driven in part by the phenomenon of downsizing.  The distinctiveness of downsizing, as opposed to more traditional layoffs, is that the job cuts do not necessarily appear to be driven by shortfalls in demand but instead appear to be driven by the search for operating efficiencies.  Despite the interest in downsizing, there has been essentially no serious investigation into its causes.  I distinguish downsizing from job cuts associated with shortfalls in demand and find that employment and management practices over which employers have control, such as severance pay and profit sharing, are important predictors of subsequent downsizing and more general job losses. Surprisingly, excess operating capacity is not necessarily related to more general job losses at the establishment level.  I also examine the relationship between both job losses associated with shortfalls in demand and downsizing and subsequent financial performance.  The results suggest, among other things, that downsizing reduces labor costs per employee but also sales per employee.  Job cuts associated with excess capacity appear to be somewhat more successful at improving sales per employee than is downsizing.
","https://www.nber.org/papers/w7742.pdf",394,"Peter Cappelli"
"395","https://www.nber.org/papers/w13138","Labor Unrest and the Quality of Production: Evidence from the Construction Equipment Resale Market","Alexandre Mas","13138","Issued in May 2007","NBER Program(s):Labor Studies","2007","
This paper examines the construction equipment resale market to assess whether equipment produced by the world's largest manufacturer of construction machinery, Caterpillar, experienced lower product quality in facilities that underwent contract disputes during the 1990's.  Analysis of auction data reveals that resale market participants significantly discounted machines produced in these dispute-affected facilities.  Additionally, pieces of equipment produced in facilities undergoing unrest were resold more often, received worse appraisal reports, and had lower list prices.  Taken together, the evidence supports the hypothesis that workmanship at dispute-affected facilities declined, and that the resulting impact on the economic quality of the equipment produced was significant.  The dispute was associated with at least $400 million in lost service flows due to inferior quality equipment alone.
","https://www.nber.org/papers/w13138.pdf",395,"Alexandre Mas"
"396","https://www.nber.org/papers/w21801","The Labor Market Effects of a Refugee Wave: Applying the Synthetic Control Method to the Mariel Boatlift","Giovanni Peri, Vasil Yasenov","21801","Issued in December 2015, Revised in June 2017","NBER Program(s):International Trade and Investment, Labor Studies","2015","
We apply the Synthetic Control Method to re-examine the labor market effects of the Mariel Boatlift, first studied by David Card (1990). This method improves on previous studies by choosing a control group of cities that best matches Miami’s labor market trends pre-Boatlift and providing more reliable inference. Using a sample of non-Cuban high-school dropouts we find no significant difference in the wages of workers in Miami relative to its control after 1980. We also show that by focusing on small sub-samples and matching the control group on a short pre-1979 series, as done in Borjas (2017), one can find large wage differences between Miami and control because of large measurement error.
","https://www.nber.org/papers/w21801.pdf",396,"Giovanni Peri"
"397","https://www.nber.org/papers/w10613","The Evolution of Concentrated Ownership in India Broad patterns and a History of the Indian Software Industry","Tarun Khann, Krishna Palepu","10613","Issued in July 2004","NBER Program(s):Corporate Finance, Industrial Organization","2004","
As in many countries (Canada, France, Germany, Japan, Italy, Sweden), concentrated ownership is a ubiquitous feature of the Indian private sector over the past seven decades. Yet, unlike in most countries, the identity of the primary families responsible for the concentrated ownership changes dramatically over time, perhaps even more than it does in the U.S. during the same time period. It does not appear that concentrated ownership in India is entirely associated with the ills that the literature has recently ascribed to concentrated ownership in emerging markets. If the concentrated owners are not exclusively, or even primarily, engaged in rent-seeking and entry-deterring behavior, concentrated ownership may not be inimical to competition. Indeed, as a response to competition, we argue that at least some Indian families    the concentrated owners in question    have consistently tried to use their business group structures to launch new ventures. In the process they have either failed hence the turnover in identity    or reinvented themselves. Thus concentrated ownership is a result, rather than a cause, of inefficiencies in capital markets. Even in the low capital-intensity, relatively unregulated setting of the Indian software industry, we find that concentrated ownership persists in a privately successful and socially useful way. Since this setting is the least hospitable to the existence of concentrated ownership, we interpret our findings as a lower bound on the persistence of concentrated ownership in the economy at large.
","https://www.nber.org/papers/w10613.pdf",397,"Tarun Khann"
"398","https://www.nber.org/papers/w25570","The Efficiency and Distributional Effects of Alternative Residential Electricity Rate Designs","Scott P. Burger, Christopher R. Knittel, Ignacio J. Pérez-Arriaga, Ian Schneider, Frederik vom Scheidt","25570","Issued in February 2019","NBER Program(s):Environment and Energy Economics, Public Economics","2019","
Electricity tariffs typically charge residential users a volumetric rate that covers the bulk of energy, transmission, and distribution costs. The resulting prices, charged per unit of electricity consumed, do not reflect marginal costs and vary little across time and space. The emergence of distributed energy resources—such as solar photovoltaics and energy storage—has sparked interest among regulators and utilities in reforming electricity tariffs to enable more efficient utilization of these resources. The economic pressure to redesign electricity rates is countered by concerns of how more efficient rate structures might impact different socioeconomic groups. We analyze the bill impacts of alternative rate plans using interval metering data for more than 100,000 customers in the Chicago, Illinois area. We combine these data with granular Census data to assess the incidence of bill changes across different socioeconomic groups. We find that low-income customers would face bill increases on average in a transition to more economically efficient electricity tariffs. However, we demonstrate that simple changes to fixed charges in two-part tariffs can mitigate these disparities while preserving all, or the vast majority, of the efficiency gains. These designs rely exclusively on observable information and could be replicated by utilities in many geographies across the U.S.
","https://www.nber.org/papers/w25570.pdf",398,"Scott P. Burger"
"399","https://www.nber.org/papers/w21074","How Fast are Semiconductor Prices Falling?","David M. Byrne, Stephen D. Oliner, Daniel E. Sichel","21074","Issued in April 2015","NBER Program(s):Development of the American Economy, Economic Fluctuations and Growth, Industrial Organization, Productivity, Innovation, and Entrepreneurship","2015","
The Producer Price Index (PPI) for the United States suggests that semiconductor prices have barely been falling in recent years, a dramatic contrast from the rapid declines reported from the mid-1980s to the early 2000s.  This slowdown in the rate of decline is puzzling in light of evidence that the performance of microprocessor units (MPUs) has continued to improve at a rapid pace.  Roughly coincident with the shift to slower price declines in the PPI, Intel — the leading producer of MPUs — substantially changed its pricing behavior for these chips.  As a result of this change, we argue that the matched-model methodology used in the PPI for MPUs likely started to be biased in the mid-2000s and that hedonic indexes can provide a more accurate measure of price change since then.  Our preferred hedonic index of MPU prices tracks the PPI closely through 2004.  However, from 2004 to 2008, our preferred index fell faster than the PPI, and from 2008 to 2013 the gap widened further, with our preferred index falling at an average annual rate of 43 percent, while the PPI declined at only an 8 percent rate.  Given that MPUs currently represent about half of U.S. shipments of semiconductors, this difference has important implications for gauging the rate of innovation in the semiconductor sector.
","https://www.nber.org/papers/w21074.pdf",399,"David M. Byrne"
"400","https://www.nber.org/papers/w25694","The Relationship Dilemma: Organizational Culture and the Adoption of Credit Scoring Technology in Indian Banking","Prachi Mishra, Nagpurnanand R. Prabhala, Raghuram G. Rajan","25694","Issued in March 2019","NBER Program(s):Corporate Finance, Development Economics, Industrial Organization","2019","
Credit scoring was introduced in India in 2007. We study the pace of its adoption by new private banks (NPBs) and state-owned or public sector banks (PSBs). NPBs adopt scoring quickly for all borrowers. PSBs adopt scoring quickly for new borrowers but not for existing borrowers. Instrumental Variable (IV) estimates and counterfactuals using scores available to but not used by PSBs indicate that universal adoption would reduce loan delinquencies significantly. Evidence from old private banks suggests that neither bank size nor government ownership fully explains adoption patterns. Organizational culture, possibly from formative experiences in sheltered markets, explains the patterns of technology adoption.
","https://www.nber.org/papers/w25694.pdf",400,"Prachi Mishra"
"401","https://www.nber.org/papers/w24285","Shift-Share Instruments and the Impact of Immigration","David A. Jaeger, Joakim Ruist, Jan Stuhler","24285","Issued in February 2018","NBER Program(s):Labor Studies","2018","
A large literature exploits geographic variation in the concentration of immigrants to identify their impact on a variety of outcomes. To address the endogeneity of immigrants' location choices, the most commonly-used instrument interacts national inflows by country of origin with immigrants' past geographic distribution. We present evidence that estimates based on this ""shift-share"" instrument conflate the short- and long-run responses to immigration shocks. If the spatial distribution of immigrant inflows is stable over time, the instrument is likely to be correlated with ongoing responses to previous supply shocks. Estimates based on the conventional shift-share instrument are therefore unlikely to identify the short-run causal effect. We propose a ""multiple instrumentation"" procedure that isolates the spatial variation arising from changes in the country-of-origin composition at the national level and permits us to estimate separately the short- and long-run effects. Our results are a cautionary tale for a large body of empirical work, not just on immigration, that rely on shift-share instruments for causal inference.
","https://www.nber.org/papers/w24285.pdf",401,"David A. Jaeger"
"402","https://www.nber.org/papers/w22551","How Rigged Are Stock Markets?: Evidence From Microsecond Timestamps","Robert P. Bartlett, III, Justin McCrary","22551","Issued in August 2016","NBER Program(s):Asset Pricing, Corporate Finance, , Law and Economics","2016","
We use new timestamp data from the two Securities Information Processors (SIPs) to examine SIP reporting latencies for quote and trade reports. Reporting latencies average 1.13 milliseconds for quotes and 22.84 milliseconds for trades. Despite these latencies, liquidity-taking orders gain on average $0.0002 per share when priced at the SIP-reported national best bid or offer (NBBO) rather than the NBBO calculated using exchanges’ direct data feeds. Trading surrounding SIP-priced trades shows little evidence that fast traders initiate these liquidity-taking orders to pick-off stale quotes. These findings contradict claims that fast traders systematically exploit traders who transact at the SIP NBBO.
","https://www.nber.org/papers/w22551.pdf",402,"Robert P. Bartlett"
