year,stress,satjob1,health1,jobsecok,fringeok,secondwk,famwkoff,partfull,rincome,race,sex,educ,naicsind07,censusocc00,id,ballot
2010,No answer,No answer,No answer,No answer,No answer,No answer,No answer,Full-time,$25000 or more,White,Male,20,Administration of economic programs and space research,"Managers, all other",1458,Ballot c
2010,Never,Very satisfied,Good,Very true,Very true,No,Not at all hard,Full-time,Refused,White,Male,12,National security and international affairs,Training and development specialists,1459,Ballot b
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Full-time,$25000 or more,White,Male,13,Administration of economic programs and space research,"Industrial engineers, including health and safety",1460,Ballot a
2010,Often,Not too satisfied,Good,Very true,Not at all true,No,Not at all hard,Full-time,$25000 or more,White,Male,14,Sewage treatment facilities,Septic tank servicers and sewer pipe cleaners,1461,Ballot a
2010,Always,Somewhat satisfied,Very good,Very true,Somewhat true,Yes,Not too hard,Full-time,$10000 - 14999,White,Female,13,Elementary and secondary schools,Teacher assistants,1462,Ballot b
2010,Never,Somewhat satisfied,Good,Not at all true,Not at all true,No,Not too hard,Part-time,$10000 - 14999,Black,Male,7,Construction,Construction laborers,1463,Ballot a
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Male,16,Construction,Operating engineers and other construction equipment  operators,1464,Ballot b
2010,Sometimes,Not too satisfied,Excellent,Very true,Very true,No,Somewhat hard,Full-time,$15000 - 19999,White,Male,15,Traveler accommodation,First-line supervisors of food preparation and serving workers,1465,Ballot c
2010,Often,Somewhat satisfied,Fair,Very true,Not too true,No,Somewhat hard,Full-time,$20000 - 24999,White,Male,16,Miscellaneous retail stores,Customer service representatives,1466,Ballot c
2010,Hardly ever,Somewhat satisfied,Good,Very true,Not at all true,No,Not too hard,Part-time,Not applicable,Black,Male,12,Oil and gas extraction,Industrial truck and tractor operators,1467,Ballot b
2010,Always,Very satisfied,Good,Very true,Very true,No,Not at all hard,Full-time,$25000 or more,White,Male,13,Automotive repair and maintenance,Automotive glass installers and repairers,1468,Ballot c
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Full-time,$15000 - 19999,White,Female,10,"Drinking places, alcoholic beverages",Bartenders,1469,Ballot a
2010,Often,Somewhat satisfied,Very good,Somewhat true,Very true,No,Not too hard,Full-time,$25000 or more,White,Male,16,"Other amusement, gambling, and recreation industries",Food service managers,1470,Ballot b
2010,Always,Somewhat satisfied,Good,Not at all true,Not at all true,No,Not too hard,Full-time,$25000 or more,White,Female,18,Vocational rehabilitation services,Counselors,1471,Ballot c
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Full-time,$25000 or more,White,Female,12, restaurants and other food services,Chefs and head cooks,1472,Ballot b
2010,Hardly ever,Very satisfied,Excellent,Somewhat true,Very true,No,Not at all hard,Full-time,$25000 or more,Black,Female,12,Truck transportation,"Personal care and service workers, all other",1473,Ballot c
2010,Sometimes,Not too satisfied,Very good,Somewhat true,Somewhat true,No,Not too hard,Part-time,$25000 or more,White,Female,15,Hospitals,"Claims adjusters, appraisers, examiners, and investigators",1474,Ballot a
2010,Sometimes,Very satisfied,Good,Very true,No answer,Yes,Not too hard,Part-time,Refused,White,Male,18,Computer systems design and related services,Computer and information systems managers,1475,Ballot b
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Full-time,$25000 or more,White,Male,17,Other administrative and other support services,"Managers, all other",1476,Ballot c
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Black,Female,10,Traveler accommodation,Maids and housekeeping cleaners,1477,Ballot a
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Male,12,Motor vehicles and motor vehicle equipment manufacturing,Tool and die makers,1478,Ballot b
2010,Sometimes,Somewhat satisfied,Excellent,Very true,Somewhat true,No,Not at all hard,Full-time,$25000 or more,White,Female,13,"Other amusement, gambling, and recreation industries",General and operations managers,1479,Ballot b
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Male,12,Construction,Roofers,1480,Ballot c
2010,Sometimes,Somewhat satisfied,Very good,Somewhat true,Somewhat true,No,Not at all hard,Full-time,$25000 or more,White,Male,16,Veterinary services,Health practitioner support technologists and technicians,1481,Ballot b
2010,Always,Not too satisfied,Good,Somewhat true,Not at all true,No,Very hard,Not applicable,Not applicable,White,Female,16,Nursing care facilities,Registered nurses,1482,Ballot c
2010,Sometimes,Very satisfied,Good,Very true,Very true,No,Not too hard,Full-time,$25000 or more,White,Male,12,"Coating, engraving, heat treating and allied activities",Stock clerks and order fillers,1483,Ballot a
2010,Often,Somewhat satisfied,Good,Somewhat true,Not too true,Yes,Not at all hard,Full-time,$25000 or more,White,Female,16,Hospitals,Registered nurses,1484,Ballot c
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Part-time,Not applicable,White,Female,15,Not applicable,Not applicable,1485,Ballot b
2010,Sometimes,Very satisfied,Fair,Very true,Not at all true,No,Not at all hard,Full-time,$15000 - 19999,White,Female,13,Support activities for agriculture and forestry,Miscellaneous agricultural workers,1486,Ballot a
2010,Sometimes,Very satisfied,Very good,Somewhat true,Not too true,Yes,Not at all hard,Part-time,Not applicable,White,Female,12,Child day care services,Childcare workers,1487,Ballot c
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Male,16,U.s. armed forces/n.s.,"Military, rank not specified",1488,Ballot c
2010,Sometimes,Somewhat satisfied,Fair,Somewhat true,Somewhat true,No,Not at all hard,Part-time,$25000 or more,White,Male,14,Construction,Real estate brokers and sales agents,1489,Ballot a
2010,Often,Somewhat satisfied,Good,Somewhat true,Not too true,No,Very hard,Full-time,$25000 or more,White,Male,18,"Machine shops; turned product; screw, nut, and bolt manufacturing","Managers, all other",1490,Ballot b
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,10,Ship and boat building,"Welding, soldering, and brazing workers",1491,Ballot c
2010,Hardly ever,Very satisfied,Excellent,Somewhat true,No answer,Yes,Not at all hard,Full-time,Lt $1000,White,Male,13,Specialized design services,Artists and related workers,1492,Ballot a
2010,Sometimes,Somewhat satisfied,Excellent,Somewhat true,Very true,No,Not too hard,Full-time,$25000 or more,White,Female,16,Real estate,"Business operations specialists, all other",1493,Ballot c
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Male,16,Services incidental to transportation,Air traffic controllers and airfield operations specialists,1494,Ballot a
2010,Often,Very satisfied,Excellent,Somewhat true,Somewhat true,No,Not too hard,Full-time,$25000 or more,White,Female,18,"Justice, public order, and safety activities",First-line supervisors of police and detectives,1495,Ballot c
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Full-time,$10000 - 14999,White,Male,15, restaurants and other food services,"Combined food preparation and serving workers, including fast food",1496,Ballot b
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Male,15,Administration of environmental quality and housing programs,Surveying and mapping technicians,1497,Ballot c
2010,Often,Somewhat satisfied,Very good,Somewhat true,Not at all true,No,Not at all hard,Part-time,Not applicable,White,Female,12,Banking and related activities,Credit counselors and loan officers,1498,Ballot b
2010,Sometimes,Somewhat satisfied,Good,Not too true,Very true,Yes,Not at all hard,Full-time,$25000 or more,White,Male,13,"Electronic component and product manufacturing, n.e.c.",Emergency medical technicians and paramedics,1499,Ballot c
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,12,Drycleaning and laundry services,Counter and rental clerks,1500,Ballot a
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,16,Elementary and secondary schools,Secondary school teachers,1501,Ballot b
2010,Sometimes,Somewhat satisfied,Good,Somewhat true,Not too true,No,Somewhat hard,Full-time,$20000 - 24999,White,Female,12,Nursing care facilities,"Nursing, psychiatric, and home health aides",1502,Ballot c
2010,Hardly ever,Very satisfied,Excellent,Somewhat true,Not at all true,No,Very hard,Part-time,$3000 to 3999,White,Female,20,"Sewing, needlework, and piece goods stores",Retail salespersons,1503,Ballot a
2010,Always,Not at all satisfied,Good,Somewhat true,Very true,No,Somewhat hard,Full-time,$6000 to 6999,White,Male,9,Business support services,Computer support specialists,1504,Ballot b
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Male,11,Construction,"Inspectors, testers, sorters, samplers, and weighers",1505,Ballot b
2010,Hardly ever,Very satisfied,Excellent,Very true,Very true,No,Not at all hard,Part-time,$20000 - 24999,White,Female,18,"Other schools and instruction, and educational support services",Other teachers and instructors,1506,Ballot c
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Male,13,Building material and supplies dealers,"Sales representatives,  wholesale and manufacturing",1507,Ballot a
2010,Sometimes,Somewhat satisfied,Very good,Very true,Somewhat true,Yes,Not too hard,Part-time,$25000 or more,White,Female,17,"Other amusement, gambling, and recreation industries",Miscellaneous entertainment attendants and related workers,1508,Ballot b
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Full-time,$25000 or more,White,Female,12,Sound recording industries,Customer service representatives,1509,Ballot c
2010,Sometimes,Very satisfied,Very good,Very true,Very true,No,Not at all hard,Full-time,$25000 or more,White,Female,16,Administration of environmental quality and housing programs,First-line supervisors of office and administrative support workers,1510,Ballot b
2010,Sometimes,Somewhat satisfied,Fair,Not too true,Somewhat true,No,Not at all hard,Part-time,$10000 - 14999,White,Male,12,Gasoline stations,Advertising sales agents,1511,Ballot a
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,11,Banking and related activities,"Bookkeeping, accounting, and auditing clerks",1512,Ballot b
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Lt $1000,Other,Male,12,Construction,Construction laborers,1513,Ballot c
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Male,12,Construction,"Pipelayers, plumbers, pipefitters, and steamfitters",1514,Ballot a
2010,Often,Very satisfied,Very good,Very true,Somewhat true,No,Somewhat hard,Full-time,$25000 or more,White,Female,15,Building material and supplies dealers,First-line supervisors of office and administrative support workers,1515,Ballot b
2010,Sometimes,Very satisfied,Fair,Very true,Very true,No,Not at all hard,Part-time,$3000 to 3999,White,Female,14,"Independent artists, performing arts, spectator sports, and related industries",Photographers,1516,Ballot a
2010,Sometimes,Very satisfied,Good,Very true,Somewhat true,No,Not too hard,Part-time,$1000 to 2999,White,Male,10,Animal production,Couriers and messengers,1517,Ballot b
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,12, restaurants and other food services,Waiters and waitresses,1518,Ballot a
2010,Often,Somewhat satisfied,Fair,Very true,Somewhat true,No,Not too hard,Full-time,$10000 - 14999,White,Female,12,Nursing care facilities,Personal care aides,1519,Ballot c
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Male,13,Truck transportation,Driver/sales workers and truck drivers,1520,Ballot a
2010,Always,Somewhat satisfied,Very good,Very true,Very true,No,Not too hard,Full-time,$25000 or more,White,Female,14,Couriers and messengers,Postal service mail carriers,1521,Ballot b
2010,Sometimes,Very satisfied,Very good,Very true,Somewhat true,No,Not at all hard,Part-time,$20000 - 24999,White,Female,16,Construction,Financial managers,1522,Ballot a
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Part-time,Not applicable,Other,Male,12, restaurants and other food services,Waiters and waitresses,1523,Ballot a
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Black,Male,11,Not applicable,Not applicable,1524,Ballot b
2010,Hardly ever,Somewhat satisfied,Excellent,Somewhat true,Somewhat true,No,Somewhat hard,Not applicable,Not applicable,White,Female,10,Grocery stores,"Packers and packagers, hand",1525,Ballot c
2010,Never,Very satisfied,Good,Very true,Somewhat true,No,Not too hard,Full-time,$20000 - 24999,Other,Female,6,Support activities for agriculture and forestry,Miscellaneous agricultural workers,1526,Ballot b
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Full-time,$10000 - 14999,White,Female,11,Used merchandise stores,Retail salespersons,1527,Ballot c
2010,Sometimes,Somewhat satisfied,Excellent,Very true,Somewhat true,No,Not at all hard,Full-time,$15000 - 19999,Other,Male,2,Landscaping services,Grounds maintenance workers,1528,Ballot a
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,16,Traveler accommodation,Designers,1529,Ballot b
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Part-time,Not applicable,Black,Male,12, restaurants and other food services,Chefs and head cooks,1530,Ballot b
2010,Often,Very satisfied,Good,Somewhat true,Very true,No,Not at all hard,Full-time,$25000 or more,White,Female,12,"Colleges and universities, including junior colleges",Childcare workers,1531,Ballot c
2010,Always,Not too satisfied,Fair,Not at all true,Not at all true,No,Somewhat hard,Full-time,$6000 to 6999,Other,Female,11,Gasoline stations,Cashiers,1532,Ballot c
2010,Always,Not at all satisfied,Good,Not at all true,Not at all true,Yes,Not at all hard,Not applicable,Not applicable,White,Female,11,Services incidental to transportation,Parking lot attendants,1533,Ballot b
2010,Sometimes,Somewhat satisfied,Good,Very true,Not at all true,No,Not too hard,Part-time,$3000 to 3999,Other,Female,12,Home health care services,Janitors and building cleaners,1534,Ballot b
2010,Never,Very satisfied,Excellent,Very true,Very true,No,Not at all hard,Full-time,$20000 - 24999,White,Male,12,"Architectural, engineering, and related services","Architects, except naval",1535,Ballot c
2010,Always,Somewhat satisfied,Good,Very true,Not too true,No,Not at all hard,Full-time,$25000 or more,White,Male,14,"Justice, public order, and safety activities",Detectives and criminal investigators,1536,Ballot b
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Full-time,$25000 or more,White,Female,12,Banking and related activities,"Bookkeeping, accounting, and auditing clerks",1537,Ballot b
2010,Hardly ever,Very satisfied,Excellent,Not too true,Not too true,Yes,Not at all hard,Part-time,$25000 or more,White,Male,20,"Management, scientific, and technical consulting services",Management analysts,1538,Ballot c
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,18,Construction,"Sales representatives, services, all other",1539,Ballot a
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,11,Pharmacies and drug stores,Health practitioner support technologists and technicians,1540,Ballot a
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Part-time,$8000 to 9999,White,Male,12, restaurants and other food services,Security guards and gaming surveillance officers,1541,Ballot b
2010,Sometimes,Somewhat satisfied,Good,Somewhat true,Not too true,No,Not too hard,Full-time,$25000 or more,White,Female,12,Automobile dealers,"Bookkeeping, accounting, and auditing clerks",1542,Ballot c
2010,Sometimes,Very satisfied,Fair,Somewhat true,Very true,No,Not too hard,Full-time,$25000 or more,White,Male,10,Support activities for mining,First-line supervisors of construction trades and extraction workers,1543,Ballot b
2010,Sometimes,Somewhat satisfied,Good,Very true,Not at all true,No,Not at all hard,Part-time,$15000 - 19999,White,Female,13,Offices of physicians,Secretaries and administrative assistants,1544,Ballot c
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,11,Not applicable,Not applicable,1545,Ballot a
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Refused,White,Female,No answer,No answer,No answer,1546,Ballot a
2010,Sometimes,Somewhat satisfied,Very good,Very true,Somewhat true,No,Not at all hard,Full-time,$25000 or more,Other,Male,17,Banking and related activities,Financial managers,1547,Ballot b
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,12,"Civic, social, advocacy organizations, and grantmaking and giving services",Social and community service managers,1548,Ballot c
2010,Never,Very satisfied,Very good,Very true,Very true,No,Not at all hard,Full-time,$20000 - 24999,White,Female,15,Pharmacies and drug stores,Health practitioner support technologists and technicians,1549,Ballot b
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Other,Male,11,Construction,Construction laborers,1550,Ballot c
2010,No answer,No answer,No answer,No answer,No answer,No answer,No answer,Part-time,Refused,White,Female,12, restaurants and other food services,First-line supervisors of food preparation and serving workers,1551,Ballot b
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Part-time,Not applicable,Other,Female,12,Not applicable,Not applicable,1552,Ballot b
2010,Sometimes,Somewhat satisfied,Fair,Somewhat true,Very true,No,Very hard,Full-time,$25000 or more,Black,Male,12,Labor unions,Sheet metal workers,1553,Ballot c
2010,Never,Very satisfied,Excellent,Very true,Very true,No,Not at all hard,Full-time,Don't know,White,Female,14,"Independent artists, performing arts, spectator sports, and related industries",Artists and related workers,1554,Ballot b
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Male,12,Construction,Carpenters,1555,Ballot c
2010,Hardly ever,Very satisfied,Good,Somewhat true,Dont know,No,Not too hard,Part-time,$1000 to 2999,Other,Female,14, restaurants and other food services,Cooks,1556,Ballot a
2010,Always,Somewhat satisfied,Good,Somewhat true,Not at all true,No,Somewhat hard,Full-time,$15000 - 19999,Other,Female,18,Child day care services,Preschool and kindergarten teachers,1557,Ballot a
2010,Sometimes,Somewhat satisfied,Very good,Not too true,Somewhat true,No,Not at all hard,Full-time,$25000 or more,White,Female,16,"Civic, social, advocacy organizations, and grantmaking and giving services",Registered nurses,1558,Ballot b
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Part-time,Not applicable,Other,Female,14,Executive offices and legislative bodies,Secretaries and administrative assistants,1559,Ballot c
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Male,16,Computer and peripheral equipment manufacturing    ,Electrical and electronics engineers,1560,Ballot a
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Male,12,Not specified type of mining,First-line supervisors of construction trades and extraction workers,1561,Ballot b
2010,Never,Very satisfied,Very good,Very true,Not too true,No,Not too hard,Part-time,Lt $1000,Other,Male,12,Landscaping services,Grounds maintenance workers,1562,Ballot c
2010,Sometimes,Very satisfied,Fair,Somewhat true,Not too true,No,Somewhat hard,Full-time,$25000 or more,White,Female,20,Executive offices and legislative bodies,"Office and administrative support workers, all other",1563,Ballot a
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Full-time,$4000 to 4999,Other,Female,16,Executive offices and legislative bodies,Registered nurses,1564,Ballot b
2010,Sometimes,Very satisfied,Good,Very true,Somewhat true,No,Not at all hard,Full-time,Refused,White,Male,12,"Securities, commodities, funds, trusts, and other financial investments",Secretaries and administrative assistants,1565,Ballot a
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Male,16,Hardware stores,"Sales representatives,  wholesale and manufacturing",1566,Ballot c
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Part-time,$10000 - 14999,Other,Female,14,"Colleges and universities, including junior colleges","Engineering technicians, except drafters",1567,Ballot a
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Full-time,$10000 - 14999,Other,Female,6,Grocery stores,Pharmacy aides,1568,Ballot b
2010,Sometimes,Very satisfied,Very good,Somewhat true,Very true,Yes,Not at all hard,Part-time,$10000 - 14999,Other,Male,17,"Colleges and universities, including junior colleges",Other teachers and instructors,1569,Ballot a
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Other,Female,No answer,Outpatient care centers,First-line supervisors of office and administrative support workers,1570,Ballot b
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Part-time,$7000 to 7999,Other,Female,15,Pharmacies and drug stores,Cashiers,1571,Ballot a
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Other,Female,13, restaurants and other food services,Food preparation workers,1572,Ballot b
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Other,Female,8,"Radio, tv, and computer stores",Retail salespersons,1573,Ballot c
2010,Hardly ever,Very satisfied,Excellent,Very true,Very true,No,Not at all hard,Part-time,$10000 - 14999,Other,Female,18,Elementary and secondary schools,Secondary school teachers,1574,Ballot a
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Part-time,Not applicable,Other,Male,17,Elementary and secondary schools,Secondary school teachers,1575,Ballot b
2010,Often,Very satisfied,Fair,Somewhat true,Somewhat true,No,Not at all hard,Full-time,$25000 or more,Other,Male,13,Scientific research and development services,Web developers,1576,Ballot c
2010,Sometimes,Very satisfied,Very good,Very true,Somewhat true,Yes,Not too hard,Full-time,Refused,White,Male,18,No answer,Emergency medical technicians and paramedics,1577,Ballot c
2010,Sometimes,Somewhat satisfied,Very good,Very true,Somewhat true,No,Not at all hard,Full-time,$25000 or more,White,Male,14,Other motor vehicle dealers,Small engine mechanics,1578,Ballot b
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Full-time,Not applicable,White,Female,12,Beauty salons,"Hairdressers, hairstylists, and cosmetologists",1579,Ballot c
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,12,Legal services,Secretaries and administrative assistants,1580,Ballot b
2010,Often,Very satisfied,Excellent,Very true,Very true,No,Not too hard,Full-time,$25000 or more,White,Female,20,Elementary and secondary schools,Counselors,1581,Ballot a
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,15,"Colleges and universities, including junior colleges",Postsecondary teachers,1582,Ballot a
2010,Often,Somewhat satisfied,Good,Very true,Not at all true,No,Not at all hard,Full-time,Refused,White,Male,14,Grocery stores,"Laborers and freight, stock, and material movers, hand",1583,Ballot b
2010,Sometimes,Very satisfied,Excellent,Somewhat true,Somewhat true,No,Somewhat hard,Full-time,$25000 or more,White,Male,18,"Justice, public order, and safety activities",Police and sheriff's patrol officers,1584,Ballot c
2010,Always,Somewhat satisfied,Good,Not at all true,Not too true,No,Somewhat hard,Full-time,$25000 or more,White,Female,15,"Electronic component and product manufacturing, n.e.c.","Metal workers and plastic workers, all other",1585,Ballot b
2010,Never,Very satisfied,Excellent,Somewhat true,Somewhat true,No,Not at all hard,Full-time,Refused,White,Male,16,"Lumber and other construction materials, merchant wholesalers","Sales representatives,  wholesale and manufacturing",1586,Ballot b
2010,Often,Very satisfied,Excellent,Very true,Very true,Yes,Not too hard,Full-time,$25000 or more,White,Male,13,"Justice, public order, and safety activities",First-line supervisors of police and detectives,1587,Ballot a
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Refused,White,Female,11,No answer,No answer,1588,Ballot b
2010,Hardly ever,Somewhat satisfied,Good,Somewhat true,Very true,No,Not at all hard,Full-time,$25000 or more,White,Male,13,Commercial and service industry machinery manufacturing,Electrical and electronics engineers,1589,Ballot c
2010,Sometimes,Very satisfied,Excellent,Very true,Very true,Yes,Not at all hard,Part-time,$25000 or more,White,Female,14,Support activities for agriculture and forestry,"Farmers, ranchers, and other agricultural managers",1590,Ballot b
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Male,19,Elementary and secondary schools,Secondary school teachers,1591,Ballot c
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,14,"Architectural, engineering, and related services","Office clerks, general",1592,Ballot a
2010,Sometimes,Very satisfied,Excellent,Very true,Not too true,No,Somewhat hard,Full-time,$25000 or more,White,Female,17,Elementary and secondary schools,Education administrators,1593,Ballot b
2010,Hardly ever,Somewhat satisfied,Fair,Somewhat true,Somewhat true,Yes,Not too hard,Full-time,$25000 or more,White,Female,13,"Other amusement, gambling, and recreation industries",Human resources managers,1594,Ballot c
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Part-time,Refused,White,Female,16,Elementary and secondary schools,"Other education, training, and library workers",1595,Ballot b
2010,Sometimes,Somewhat satisfied,Good,Very true,Not too true,No,Not too hard,Full-time,$25000 or more,White,Male,16,Aerospace product and parts manufacturing,"Engineering technicians, except drafters",1596,Ballot c
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Part-time,Not applicable,White,Female,12, restaurants and other food services,Bakers,1597,Ballot b
2010,Sometimes,Somewhat satisfied,Excellent,Not too true,Very true,No,Not at all hard,Full-time,$25000 or more,White,Male,12,"Fishing, hunting, and trapping",Fishers and related fishing workers,1598,Ballot c
2010,Often,Somewhat satisfied,Excellent,Somewhat true,Not too true,No,Not at all hard,Full-time,$25000 or more,White,Male,12,"Fishing, hunting, and trapping",Fishers and related fishing workers,1599,Ballot a
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Male,16,Motor vehicles and motor vehicle equipment manufacturing,General and operations managers,1600,Ballot a
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,12,Hospitals,Secretaries and administrative assistants,1601,Ballot b
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Full-time,$25000 or more,White,Male,11,Construction,Carpenters,1602,Ballot c
2010,Often,Somewhat satisfied,Very good,Very true,Very true,Yes,Not too hard,Full-time,Refused,White,Male,16,Legal services,Lawyers,1603,Ballot a
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Part-time,Not applicable,White,Female,14,Clothing stores,Retail salespersons,1604,Ballot b
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Refused,White,Male,10,No answer,No answer,1605,Ballot c
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,12,Insurance carriers and related activities,Secretaries and administrative assistants,1606,Ballot a
2010,Sometimes,Very satisfied,Good,Not too true,Not at all true,No,Not at all hard,Part-time,$8000 to 9999,White,Female,18,Elementary and secondary schools,Psychologists,1607,Ballot b
2010,Always,Somewhat satisfied,Fair,Somewhat true,Somewhat true,No,Not too hard,Full-time,$25000 or more,White,Male,12,Administration of economic programs and space research,Compliance officers,1608,Ballot c
2010,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Male,16,Water transportation,Sailors and marine oilers,1609,Ballot a
